t,p,fittedValue,UpperBound,LowerBound
2000-12-06 12:00:00,8.072,8.91088733183575,12.5252861821015,5.29648848156995
2000-12-06 13:00:00,5.468,7.43456063770049,10.8737458623927,3.99537541300833
2000-12-06 14:00:00,5.108,4.73371699656561,7.79454304369314,1.67289094943808
2000-12-06 15:00:00,4.777,4.93649637245964,7.62384486613671,2.24914787878257
2000-12-06 16:00:00,5.307,4.5030857616261,6.89779847634431,2.10837304690789
2000-12-06 17:00:00,3.831,5.22215523923265,7.35866497606187,3.08564550240342
2000-12-06 18:00:00,4.434,3.33221499619608,5.23542084424193,1.42900914815022
2000-12-06 19:00:00,3.34,4.47267028384565,6.51135389689617,2.43398667079512
2000-12-06 20:00:00,2.056,2.93167261362488,5.47172829337238,0.391616933877376
2000-12-06 21:00:00,0.417,1.78754350990936,4.8449917434233,0
2000-12-06 22:00:00,0.864,0.137181706724786,4.01280257542514,0
2000-12-06 23:00:00,0.345,1.04013839641827,4.46449529890832,0
2000-12-07 00:00:00,0.475,0.225561063930136,3.84573241510243,0
2000-12-07 01:00:00,0.023,0.565382281976926,3.7693517703568,0
2000-12-07 02:00:00,0.097,-0.0409839727819626,4.62738506008442,0
2000-12-07 03:00:00,2.422,0.185379539156453,4.30023388664649,0
2000-12-07 04:00:00,2.598,2.84879595861654,6.46024932213246,0
2000-12-07 05:00:00,0.416,2.43973732005188,5.61936514903812,0
2000-12-07 06:00:00,1.238,-0.0144916387296998,2.97080906259161,0
2000-12-07 07:00:00,4.301,1.51198037719664,4.14513461842543,0
2000-12-07 08:00:00,11.353,4.73737471972034,7.06090947567894,2.41383996376173
2000-12-07 09:00:00,13.646,12.2299568660644,14.2898592764169,10.1700544557118
2000-12-07 10:00:00,8.466,13.1791873501059,15.0169193159805,11.3414553842313
2000-12-07 11:00:00,8.372,6.90977560947115,8.56163060444184,5.25792061450046
2000-12-07 12:00:00,11.472,8.24675970685226,9.75056976928089,6.74294964442364
2000-12-07 13:00:00,12.492,11.5590986136027,12.9388538841284,10.179343343077
2000-12-07 14:00:00,10.238,11.9861011081529,13.2638020670642,10.7084001492416
2000-12-07 15:00:00,8.248,9.25483850495683,10.1767772538544,8.33289975605925
2000-12-07 16:00:00,7.421,7.56075986120538,8.47985840332626,6.6416613190845
2000-12-07 17:00:00,7.01,6.9857434950212,7.90237438797712,6.06911260206528
2000-12-07 18:00:00,7.467,6.63838123429117,7.55297949909663,5.72378296948572
2000-12-07 19:00:00,2.998,7.25232783453746,8.16516097366165,6.33949469541327
2000-12-07 20:00:00,1.849,1.89075327419818,2.80205592128481,0.979450627111547
2000-12-07 21:00:00,1.826,1.78597337011445,2.69597505526422,0.87597168496469
2000-12-07 22:00:00,2.744,1.78328866423458,2.69193680302963,0.874640525439525
2000-12-07 23:00:00,0.69,2.8561534605297,3.76355742021808,1.94874950084132
2000-12-08 00:00:00,0.057,0.209451273421121,1.11593527290887,0
2000-12-08 01:00:00,0.283,0.0808662255454918,0.997288096368281,0
2000-12-08 02:00:00,2.698,0.374512744629687,1.28848013193134,0
2000-12-08 03:00:00,4.483,3.12752449701788,4.04418814244973,2.21086085158603
2000-12-08 04:00:00,8.276,4.57713939177529,5.49625795698255,3.65802082656803
2000-12-08 05:00:00,10.532,8.6729267823349,10.0132800280496,7.33257353662019
2000-12-08 06:00:00,13.531,10.3628112186907,11.6139078086525,9.11171462872892
2000-12-08 07:00:00,12.629,13.4757417569062,14.9130059484572,12.0384775653551
