t,p,Forecast,UpperBound,LowerBound
2000-12-29 06:00:00,2.336,2.73977546618726,6.46049599008894,0
2000-12-29 07:00:00,4.331,2.15982711353008,5.4358612229714,0
2000-12-29 08:00:00,5.297,4.62400475766067,8.1898682030931,1.05814131222823
2000-12-29 09:00:00,1.59,5.18403714553536,8.37158417754002,1.9964901135307
2000-12-29 10:00:00,1.437,0.724745500063437,5.20496244465255,0
2000-12-29 11:00:00,2.037,1.57422376379868,5.54192515379633,0
2000-12-29 12:00:00,1.742,2.07921658175475,5.57367445011124,0
2000-12-29 13:00:00,0.577,1.61823045556808,4.69403862849064,0
2000-12-29 14:00:00,0.114,0.363804242616788,3.24698818770534,0
2000-12-29 15:00:00,0.009,0.112254416145856,2.65764418187835,0
2000-12-29 16:00:00,0.008,0.0475888258461754,2.29478512950818,0
2000-12-29 17:00:00,0.008,0.0612920375745835,2.05268130159189,0
2000-12-29 18:00:00,0.009,0.0580930168501126,1.8332073976855,0
2000-12-29 19:00:00,0.153,0.0599487055810914,1.65298108366125,0
2000-12-29 20:00:00,0.091,0.227687693929216,1.67087604967897,0
2000-12-29 21:00:00,0.001,0.116510181217114,1.43956971110145,0
2000-12-29 22:00:00,0.175,0.0369640993511693,1.26003378097822,0
